GeneID	codechain	code	chain	TM	RMSD	AApc	Cov	Cscore	C_sd	TM_model	TM_model_sd	RMSD_model	RMSD_model_sd	GDB_AA	seq.ssLen	nHrc	nErc	nCrc	strucSum	strpPDB_AA	PDB_AA	Species	Molecule
121	GL50803_102874	4b2nA	4B2N	A	0.9403	1.71	0.104	0.9707	-1.81	0.735135	0.5	0.15	12.2	4.4	615	615	269	4	342	615	662	662	Xanthomonas_sp._35Y	70_KDA_PROTEIN
122	GL50803_102890	4jxmA	4JXM	A	0.7587	2.15	0.124	0.8209	-0.88	1.12209	0.6	0.14	8.6	4.5	363	363	131	24	208	363	371	371	Homo_sapiens	U3_small_nucleolar_RNA-interacting_protein_2
123	GL50803_10291	2cseW	2CSE	W	0.7638	4.56	0.131	0.8639	-3.72	0.479875	0.31	0.1	19.2	2	1139	1139	296	19	824	1139	1275	1275	Mammalian_orthoreovirus_1_Lang	major_core_protein_lambda_1
124	GL50803_102921	3wdoA	3WDO	A	0.6712	1.91	0.141	0.7	-3.4	0.0870862	0.34	0.11	16.5	3	620	620	518	2	100	620	453	453	Escherichia_coli	MFS_Transporter
125	GL50803_10294	2ijeS	2IJE	S	0.8083	1.16	0.075	1	-0.43	1.79304	0.66	0.13	3	2.2	40	40	31	0	9	40	240	240	Mus_musculus	Guanine_nucleotide-releasing_protein
126	GL50803_102961	1zd4A	1ZD4	A	0.6837	2.81	0.118	0.7335	-4.05	0.121161	0.28	0.09	18.6	2.2	668	668	312	8	348	668	555	555	Homo_sapiens	epoxide_hydrolase_2,_cytoplasmic
127	GL50803_102963	4jc0A	4JC0	A	0.7748	1.25	0.222	0.7905	-0.88	0.95577	0.6	0.14	9.4	4.6	525	525	211	12	302	525	438	438	Thermotoga_maritima	Ribosomal_protein_S12_methylthiotransferase_RimO
128	GL50803_10297	1b9xA	1B9X	A	0.6562	2.92	0.14	0.7238	-2.72	0.19252	0.4	0.14	13.7	4	449	449	182	21	246	449	340	340	Bos_taurus	PROTEIN_(TRANSDUCIN)
129	GL50803_102978	2jzcA	2JZC	A	0.7168	2.64	0.261	0.8594	-0.97	0.58267	0.59	0.14	7.3	4.2	192	192	132	15	45	192	224	224	Saccharomyces_cerevisiae	UDP-N-acetylglucosamine_transferase_subunit_ALG13
130	GL50803_10303	1sjjA	1SJJ	A	0.9021	2.46	0.09	0.99	-1.31	1.06925	0.55	0.15	9.8	4.6	399	399	382	0	17	399	863	863	Gallus_gallus	actinin
131	GL50803_103058	4n48A	4N48	A	0.9146	1	0.251	0.9303	1.01	1.38261	0.85	0.08	4.8	3.1	416	416	266	1	149	416	428	428	Homo_sapiens	Cap-specific_mRNA_(nucleoside-2'-O-)-methyltransferase_1
132	GL50803_103082	2gsxA	2GSX	A	0.385	8.32	0.047	0.573	-1.22	0.605937	0.56	0.15	11.9	4.4	993	993	178	5	810	993	951	951	Homo_sapiens	Complement_receptor_type_2
133	GL50803_10311	1a1sA	1A1S	A	0.9294	1.05	0.399	0.9511	1.34	0	0.9	0.06	3.6	2.5	327	327	179	15	133	327	314	314	Pyrococcus_furiosus	ORNITHINE_CARBAMOYLTRANSFERASE
134	GL50803_10313	2qkwB	2QKW	B	0.7701	2.91	0.195	0.8882	-0.87	0.464886	0.6	0.14	8.1	4.4	304	304	151	6	147	304	321	321	Solanum_pimpinellifolium	Protein_kinase
135	GL50803_10315	4k1pA	4K1P	A	0.8543	2.43	0.064	0.991	-2.23	1.06248	0.45	0.15	10.7	4.6	222	222	213	0	9	222	360	360	Bacillus_cereus	NheA
136	GL50803_10316	4kx7A3	4KX7	A	0.8809	1.55	0.121	0.9242	-3.01	0.500016	0.37	0.13	13.7	4	330	330	279	2	49	330	888	888	Homo_sapiens	Glutamyl_aminopeptidase
137	GL50803_103164	3l6wA	3L6W	A	0.8884	2.52	0.087	0.9727	-2.06	0.689046	0.47	0.15	11.7	4.5	403	403	0	0	403	403	491	491	Megathura_crenulata	Hemocyanin_1
138	GL50803_103175	3cnfB	3CNF	B	0.7613	3.89	0.092	0.844	-3.36	0.512195	0.34	0.12	17.7	2.5	981	981	267	10	704	981	1333	1333	Bombyx_mori_cypovirus_1	VP1
139	GL50803_103202	4bujB	4BUJ	B	0.7454	6.42	0.074	0.9236	-1.9	0.276868	0.49	0.15	14.5	3.7	1361	1361	901	21	439	1361	1436	1436	Saccharomyces_cerevisiae_S288c	SUPERKILLER_PROTEIN_3
140	GL50803_103205	2cse1	2CSE	1	0.8963	2.76	0.143	0.9405	-2.6	0.127499	0.41	0.14	15.9	3.2	1126	1126	223	5	898	1126	1267	1267	Mammalian_orthoreovirus_1_Lang	Minor_core_protein_lambda_3
141	GL50803_10324	3ovpA	3OVP	A	0.8937	0.8	0.397	0.9087	1.21	1.2175	0.88	0.07	3.3	2.3	241	241	102	5	134	241	228	228	Homo_sapiens	Ribulose-phosphate_3-epimerase
142	GL50803_10329	2fdnA	2FDN	A	0.8068	0.78	0.273	0.8594	0.94	1.61254	0.84	0.08	1.4	1.3	64	64	17	3	44	64	55	55	Gottschalkia_acidurici	FERREDOXIN
143	GL50803_10330	3k6sB	3K6S	B	0.661	3.01	0.173	0.7743	-2.32	0.405285	0.44	0.14	11.2	4.6	257	257	5	1	251	257	687	687	Homo_sapiens	Integrin_beta-2
144	GL50803_103320	3hc1A	3HC1	A	0.6741	2.35	0.093	0.9136	-2.54	0.539963	0.42	0.14	8.9	4.6	81	81	51	0	30	81	305	305	Geobacter_sulfurreducens	uncharacterized_HDOD_domain_protein
145	GL50803_10335	2vdvE	2VDV	E	0.7966	1.15	0.297	0.8217	-0.39	0.803308	0.66	0.13	6.7	4	258	258	130	7	121	258	246	246	Saccharomyces_cerevisiae	TRNA_(GUANINE-N(7)-)-METHYLTRANSFERASE
146	GL50803_103373	1hm6A	1HM6	A	0.7805	2.55	0.167	0.8454	-2.07	0.246301	0.47	0.15	11.6	4.5	388	388	249	0	139	388	346	346	Sus_scrofa	ANNEXIN_1
147	GL50803_10339	4k1pA	4K1P	A	0.7608	1.81	0.087	0.7933	-3.48	0.329642	0.33	0.11	15.6	3.3	421	421	288	15	118	421	360	360	Bacillus_cereus	NheA
148	GL50803_10341	3zf7J	3ZF7	J	0.5854	1.89	0.153	0.6183	-3.01	0.467461	0.37	0.13	13.7	4	338	338	230	0	108	338	130	130	Trypanosoma_brucei_brucei_TREU927	40S_RIBOSOMAL_PROTEIN_S15A,_PUTATIVE
149	GL50803_103437	4evfA	4EVF	A	0.9626	0.72	0.396	0.9734	1.31	0	0.89	0.06	3.6	2.5	301	301	256	0	45	301	295	295	Giardia_intestinalis	Giardin_subunit_alpha-1
150	GL50803_103536	4ev6A	4EV6	A	0.7416	2.3	0.103	0.9512	-2.2	1.12106	0.45	0.15	8.2	4.5	82	82	57	0	25	82	339	339	Methanocaldococcus_jannaschii_DSM_2661	Magnesium_transport_protein_CorA
151	GL50803_103540	4kx7A	4KX7	A	0.8744	1.79	0.13	0.9342	-2.37	1.51743	0.44	0.14	11.8	4.5	304	304	203	2	99	304	888	888	Homo_sapiens	Glutamyl_aminopeptidase
152	GL50803_10358	2q9uA	2Q9U	A	0.9803	0.69	1	0.9879	2.08	0	0.99	0.04	2.7	2	414	414	185	9	220	414	414	414	Giardia_intestinalis	A-type_flavoprotein
153	GL50803_103606	2cse1	2CSE	1	0.9112	2.37	0.141	0.9478	-3.01	0.283436	0.37	0.13	17.2	2.7	1168	1168	258	23	887	1168	1267	1267	Mammalian_orthoreovirus_1_Lang	Minor_core_protein_lambda_3
154	GL50803_10361	3eihA	3EIH	A	0.4831	1.02	0.372	0.4892	-3.33	0.0263818	0.34	0.12	16.4	3	648	648	307	2	339	648	340	340	Saccharomyces_cerevisiae	Vacuolar_protein_sorting-associated_protein_4
155	GL50803_10362	1q3rA1	1Q3R	A	0.5259	2.62	0.139	0.9189	-2.01	0.487171	0.47	0.15	6	3.7	37	37	12	0	25	37	548	548	Thermococcus_sp._JCM_11816	Thermosome_alpha_subunit
156	GL50803_103659	4kblA	4KBL	A	0.8139	2.1	0.079	0.8706	-1.71	0.946721	0.51	0.15	10.8	4.6	394	394	195	1	198	394	559	559	Homo_sapiens	E3_ubiquitin-protein_ligase_ARIH1
157	GL50803_103676	2btoB	2BTO	B	0.9019	1.21	0.368	0.9229	0.73	1.03388	0.81	0.09	5.5	3.5	454	454	221	5	228	454	473	473	Prosthecobacter_dejongeii	TUBULIN_BTUBA
158	GL50803_10370	4aurA	4AUR	A	0.8457	2.96	0.12	0.9404	-3.5	0.447589	0.33	0.11	15.9	3.2	453	453	319	9	125	453	577	577	Escherichia_coli	LEOA
159	GL50803_103709	2r02A	2R02	A	0.7453	3.15	0.122	0.8149	-3.02	0.253661	0.37	0.13	16.3	3	848	848	393	7	448	848	697	697	Homo_sapiens	Programmed_cell_death_6-interacting_protein
160	GL50803_103713	2r2jA	2R2J	A	0.8355	1.88	0.17	0.8814	-0.26	1.23239	0.68	0.12	7.1	4.2	354	354	208	22	124	354	382	382	Homo_sapiens	Thioredoxin_domain-containing_protein_4
161	GL50803_103785	4k5yA	4K5Y	A	0.8359	2.49	0.084	0.9556	-1.73	1.42397	0.51	0.15	9.7	4.6	248	248	189	0	59	248	441	441	Homo_sapiens	Corticotropin-releasing_factor_receptor_1,_T4-Lysozyme_chimeric_construct
162	GL50803_10382	3tigA	3TIG	A	0.6536	1.83	0.221	0.6858	-2.12	0.202524	0.46	0.15	12.1	4.4	436	436	191	5	240	436	380	380	Xenopus_tropicalis	Ttl_protein
163	GL50803_103849	2cseW	2CSE	W	0.8832	3.25	0.09	0.9301	-2.34	0.279886	0.44	0.14	15.1	3.5	1073	1073	354	4	715	1073	1275	1275	Mammalian_orthoreovirus_1_Lang	major_core_protein_lambda_1
164	GL50803_103855	3cm9S	3CM9	S	0.8392	3.36	0.08	0.9712	-1.14	1.20664	0.57	0.15	9.7	4.6	452	452	59	10	383	452	585	585	Homo_sapiens	Secretory_component
165	GL50803_103883	1ialA	1IAL	A	0.8049	3.08	0.115	0.9207	-9.9	0.313011	0.01	0	37.2	0	416	416	225	4	187	416	453	453	Mus_musculus	IMPORTIN_ALPHA
166	GL50803_103887	2fflA	2FFL	A	0.962	0.78	0.995	0.9682	1.82	0.80408	0.97	0.05	4.3	2.9	754	754	422	15	317	754	756	756	Giardia_intestinalis	Dicer
167	GL50803_103888	4kjsA	4KJS	A	0.8381	2.55	0.107	0.9329	-2.47	1.28762	0.43	0.14	12.2	4.4	328	328	200	4	124	328	351	351	Bacillus_subtilis_subsp._subtilis_str._168	cation_exchanger_YfkE
168	GL50803_103891	2ynjA	2YNJ	A	0.9464	0.77	0.377	0.9543	0.8	0	0.82	0.08	5.8	3.6	547	547	311	5	231	547	524	524	Escherichia_coli	60_KDA_CHAPERONIN
169	GL50803_103895	4k6jA	4K6J	A	0.8456	2.84	0.118	0.9294	-3.28	0.389667	0.35	0.12	15.3	3.4	453	453	353	0	100	453	568	568	Homo_sapiens	Wings_apart-like_protein_homolog
170	GL50803_103935	1h2iV	1H2I	V	0.5269	1.26	0.303	0.5425	-3.64	0.202919	0.32	0.1	15.5	3.3	341	341	104	10	227	341	209	209	Homo_sapiens	DNA_REPAIR_PROTEIN_RAD52_HOMOLOG
171	GL50803_103944	1n11A	1N11	A	0.4251	2.5	0.247	0.4497	-2.93	0.123515	0.38	0.13	16.1	3.1	865	865	508	16	341	865	437	437	Homo_sapiens	Ankyrin
172	GL50803_103946	3qf4A	3QF4	A	0.6615	2.45	0.127	0.7073	-3.23	0.332108	0.35	0.12	15.1	3.5	451	451	342	1	108	451	587	587	Thermotoga_maritima	ABC_transporter,_ATP-binding_protein
173	GL50803_103981	4dlqA	4DLQ	A	0.8164	2.54	0.096	0.9206	-3.43	0.829732	0.33	0.11	14.3	3.8	277	277	137	0	140	277	381	381	Rattus_norvegicus	Latrophilin-1
174	GL50803_103983	1yo8A	1YO8	A	0.763	2.28	0.11	0.814	-1.67	0.462056	0.51	0.15	11.4	4.5	516	516	154	1	361	516	634	634	Homo_sapiens	thrombospondin-2
175	GL50803_103988	3vjzA	3VJZ	A	0.5651	3.83	0.123	0.8226	-3.43	0.61219	0.33	0.11	12.2	4.4	124	124	78	0	46	124	166	166	Neisseria_meningitidis_MC58	Putative_uncharacterized_protein
176	GL50803_10400	4c0oA2	4C0O	A	0.8285	2.33	0.11	0.9007	-3.51	0.568598	0.33	0.11	15.8	3.2	433	433	265	4	164	433	923	923	Homo_sapiens	TRANSPORTIN-3
177	GL50803_10403	2va0E	2VA0	E	0.5785	3.52	0.165	0.8015	-2.72	0.862476	0.4	0.14	10.6	4.6	131	131	64	0	67	131	131	131	Cellvibrio_japonicus	ABFS_ARABINOFURANOSIDASE_TWO_COMPONENT_SYSTEM_SENSOR_PROTEIN
178	GL50803_104031	3nazA	3NAZ	A	0.7716	1.12	0.352	0.7809	-1.63	0.126712	0.52	0.15	12.2	4.4	753	753	450	23	280	753	725	725	Saccharomyces_cerevisiae	Glycogen_[starch]_synthase_isoform_2
179	GL50803_104062	2cycA	2CYC	A	0.6109	3.86	0.112	0.9097	-3.61	0.773599	0.32	0.11	13.1	4.2	144	144	70	3	71	144	375	375	Pyrococcus_horikoshii_OT3	tyrosyl-tRNA_synthetase
180	GL50803_104063	1n11A	1N11	A	0.8465	1.37	0.239	0.9091	0.73	2.08757	0.81	0.09	2.9	2.1	121	121	107	2	12	121	437	437	Homo_sapiens	Ankyrin
181	GL50803_104139	2ooeA	2OOE	A	0.9701	1.51	0.061	1	-0.88	0.899222	0.6	0.14	9.3	4.6	489	489	469	0	20	489	530	530	Mus_musculus	Cleavage_stimulation_factor_77_kDa_subunit
182	GL50803_104150	4iw0A	4IW0	A	0.8484	2.03	0.118	0.885	-2.06	0.532864	0.47	0.15	13.1	4.2	678	678	234	19	425	678	658	658	Homo_sapiens	Serine/threonine-protein_kinase_TBK1
183	GL50803_104173	1ffyA	1FFY	A	0.7558	1.65	0.243	0.7708	-1.16	0.074027	0.57	0.15	12.1	4.4	1165	1165	246	78	841	1165	917	917	Staphylococcus_aureus	ISOLEUCYL-TRNA_SYNTHETASE
184	GL50803_104186	2cse1	2CSE	1	0.8782	1.93	0.134	0.8998	-1.62	0.486909	0.52	0.15	13.7	4	1347	1347	321	40	986	1347	1267	1267	Mammalian_orthoreovirus_1_Lang	Minor_core_protein_lambda_3
185	GL50803_104193	3na7A	3NA7	A	0.8427	1.83	0.087	0.9328	-2.01	1.06307	0.47	0.15	8.9	4.6	134	134	104	3	27	134	256	256	Helicobacter_pylori_NCTC_11638	HP0958
186	GL50803_10422	3nrgA	3NRG	A	0.7697	2.94	0.102	0.9493	-2.21	1.14253	0.45	0.15	10.5	4.6	217	217	163	0	54	217	217	217	Chloroflexus_aurantiacus_J-10-fl	TetR_family_transcriptional_regulator
187	GL50803_10423	1usvF	1USV	F	0.7607	1.99	0.17	0.8654	-0.22	0.896116	0.69	0.12	5.3	3.4	156	156	73	19	64	156	170	170	Saccharomyces_cerevisiae	AHA1
188	GL50803_104232	4c0oA	4C0O	A	0.8515	2.87	0.11	0.9576	-3.76	0.317024	0.31	0.1	16.4	3	425	425	325	0	100	425	923	923	Homo_sapiens	TRANSPORTIN-3
189	GL50803_104248	3v93A	3V93	A	0.7187	2.53	0.079	0.7841	-4.13	0.377274	0.28	0.09	17.4	2.6	403	403	255	0	148	403	345	345	Trypanosoma_cruzi	Cyclic_nucleotide_specific_phosphodiesterase
190	GL50803_10425	4hzuS	4HZU	S	0.7986	2.17	0.092	0.9048	-1.93	1.34007	0.48	0.15	9.2	4.6	168	168	153	0	15	168	166	166	Lactobacillus_brevis	Predicted_membrane_protein
191	GL50803_104250	3tcoA	3TCO	A	0.8151	0.93	0.152	0.8537	-0.16	1.22284	0.69	0.12	4.7	3.1	123	123	61	1	61	123	109	109	Sulfolobus_solfataricus	Thioredoxin_(TrxA-1)
192	GL50803_10427	2a3jA	2A3J	A	0.8852	1.66	0.214	1	0.92	0	0.84	0.08	1.9	1.6	84	84	52	2	30	84	127	127	Homo_sapiens	U1_small_nuclear_ribonucleoprotein_A
193	GL50803_10429	2kmwA	2KMW	A	0.7337	1.38	0.257	0.7784	-1.02	0.559228	0.59	0.14	7.4	4.2	185	185	36	10	139	185	150	150	Arabidopsis_thaliana	Uncharacterized_protein_At3g03773
194	GL50803_10444	2yn7A	2YN7	A	0.7673	2.06	0.064	0.843	-2.69	1.11183	0.4	0.14	12	4.4	242	242	162	0	80	242	225	225	Borrelia_burgdorferi_B31	OUTER_SURFACE_PROTEIN
195	GL50803_10450	1fkkA	1FKK	A	0.9526	0.59	0.519	0.9725	1.48	0	0.92	0.06	1.4	1.3	109	109	14	22	73	109	107	107	Bos_taurus	FK506_BINDING_PROTEIN
196	GL50803_104506	4ks9A1	4KS9	A	0.5954	3.22	0.066	0.9385	-2.44	0.826937	0.43	0.14	8.2	4.5	65	65	36	0	29	65	428	428	Cupriavidus_metallidurans_CH34	Malonyl-CoA_decarboxylase
197	GL50803_10452	1ddtA	1DDT	A	0.7651	2.8	0.172	0.9389	-2.92	0.708023	0.38	0.13	11.8	4.5	180	180	162	0	18	180	535	535	Corynephage_beta	DIPHTHERIA_TOXIN
198	GL50803_10455	3gawA	3GAW	A	0.549	7.4	0.061	0.7269	-3.47	0.578259	0.33	0.11	18.6	2.2	1201	1201	273	12	916	1201	1213	1213	Homo_sapiens	Complement_factor_H
199	GL50803_10459	4mj7A	4MJ7	A	0.7399	1.4	0.248	0.7842	-1.38	0.566724	0.54	0.15	8.2	4.5	190	190	115	6	69	190	159	159	Saccharomyces_cerevisiae	rRNA-processing_protein_UTP23
200	GL50803_10460	1b3uA	1B3U	A	0.8669	2.13	0.123	0.9156	-2.37	0.57902	0.44	0.14	13.4	4.1	569	569	427	0	142	569	588	588	Homo_sapiens	PROTEIN_(PROTEIN_PHOSPHATASE_PP2A)
201	GL50803_10472	2p6pA	2P6P	A	0.5971	3.95	0.088	0.8482	-3.27	0.809113	0.35	0.12	12.9	4.2	191	191	96	0	95	191	384	384	Streptomyces_fradiae	Glycosyl_transferase
202	GL50803_10475	2hfzA1	2HFZ	A	0.6448	1.82	0.111	0.9	-1.51	1.16063	0.53	0.15	5.1	3.3	40	40	17	0	23	40	639	639	Kunjin_virus	RNA-directed_RNA_polymerase(NS5)
203	GL50803_104866	4jvsA	4JVS	A	0.8483	1.87	0.098	0.9433	-1.43	0.986124	0.54	0.15	8.4	4.5	194	194	93	19	82	194	310	310	Legionella_drancourtii	Putative_uncharacterized_protein
204	GL50803_104868	1yf2A3	1YF2	A	0.9561	0.37	0.081	1	-0.38	1.34126	0.66	0.13	2.8	2	37	37	27	0	10	37	425	425	Methanocaldococcus_jannaschii_DSM_2661	Type_I_restriction-modification_enzyme,_S_subunit
205	GL50803_104870	4k92A	4K92	A	0.8152	2	0.143	0.9433	-1.37	1.25139	0.55	0.15	7.5	4.3	141	141	93	0	48	141	273	273	Homo_sapiens	CLIP-associating_protein_1
206	GL50803_104925	2v0oA	2V0O	A	0.7887	1.39	0.137	0.9623	-1.52	0.810249	0.53	0.15	5.7	3.6	53	53	32	0	21	53	276	276	Homo_sapiens	FCH_DOMAIN_ONLY_PROTEIN_2
207	GL50803_104982	3efzB1	3EFZ	B	0.8671	1.34	0.162	0.9292	-0.63	1.61025	0.63	0.13	5.5	3.5	113	113	86	0	27	113	268	268	Cryptosporidium_parvum_Iowa_II	14-3-3_protein
208	GL50803_104984	1wa5C1	1WA5	C	0.791	2.67	0.118	0.8914	-2.28	0.896692	0.45	0.14	11.2	4.6	267	267	177	0	90	267	960	960	Saccharomyces_cerevisiae	IMPORTIN_ALPHA_RE-EXPORTER
209	GL50803_104994	1kt1A	1KT1	A	0.5998	3.08	0.082	0.7375	-2.92	0.275928	0.38	0.13	11.5	4.5	160	160	137	0	23	160	457	457	Saimiri_boliviensis	FK506-binding_protein_FKBP51
210	GL50803_10510	1ge9A	1GE9	A	0.8429	0.94	0.071	1	-0.68	0.376504	0.63	0.14	3.6	2.5	42	42	37	0	5	42	184	184	Aquifex_aeolicus	RIBOSOME_RECYCLING_FACTOR
211	GL50803_10516	2zwaB	2ZWA	B	0.7818	2.9	0.176	0.8709	-0.23	1.48376	0.68	0.12	7.1	4.2	364	364	238	9	117	364	695	695	Saccharomyces_cerevisiae	Leucine_carboxyl_methyltransferase_2
212	GL50803_10521	1f7uA	1F7U	A	0.8646	2.51	0.269	0.9211	0.7	0.674015	0.81	0.09	6.2	3.8	621	621	335	11	275	621	607	607	Saccharomyces_cerevisiae	ARGINYL-TRNA_SYNTHETASE
213	GL50803_10522	1tiaA	1TIA	A	0.8807	1.19	0.05	0.9085	-2.71	0.803119	0.4	0.14	12.5	4.3	284	284	0	0	284	284	279	279	Penicillium_camemberti	LIPASE
214	GL50803_10524	4luqA	4LUQ	A	0.6461	4.57	0.108	0.904	-3.97	0.993124	0.29	0.09	15.6	3.3	250	250	154	0	96	250	428	428	Pseudomonas_aeruginosa_PAO1	Uncharacterized_protein
215	GL50803_10527	1xvlA	1XVL	A	0.6252	3.93	0.109	0.781	-4.44	0.160075	0.25	0.07	17.5	2.6	315	315	212	0	103	315	321	321	Synechocystis_sp._PCC_6803	Mn_transporter
216	GL50803_10529	1w3bA	1W3B	A	0.8485	1.51	0.16	0.8824	0.11	1.5938	0.73	0.11	6.7	4	425	425	390	3	32	425	388	388	Homo_sapiens	UDP-N-ACETYLGLUCOSAMINE--PEPTIDE_N-ACETYLGLUCOSAMINYLTRANSFERASE_110
217	GL50803_105343	2ivfA	2IVF	A	0.5999	2.43	0	0.9362	-1.7	1.20261	0.51	0.15	5.9	3.7	47	47	17	0	30	47	976	976	Aromatoleum_aromaticum_EbN1	ETHYLBENZENE_DEHYDROGENASE_ALPHA-SUBUNIT
218	GL50803_10538	3qmzA	3QMZ	A	0.704	3.44	0.148	0.7802	-2.5	0.231828	0.42	0.14	14.6	3.7	769	769	373	7	389	769	2486	2486	Saccharomyces_cerevisiae	Cytoplasmic_dynein_heavy_chain
219	GL50803_10551	4f1iA	4F1I	A	0.7524	2.37	0.107	0.8159	-1.92	1.01559	0.48	0.15	11.1	4.6	364	364	219	11	134	364	362	362	Caenorhabditis_elegans	5'-tyrosyl-DNA_phosphodiesterase
220	GL50803_10552	2bvtA	2BVT	A	0.7237	1.79	0.114	0.7519	-3.14	0.285895	0.36	0.12	15.3	3.4	536	536	205	2	329	536	475	475	Cellulomonas_fimi	BETA-1,4-MANNANASE
221	GL50803_105640	3u0cA	3U0C	A	0.9244	1.09	0.043	1	-1.19	1.31126	0.57	0.15	4.8	3.1	46	46	33	0	13	46	201	201	Shigella_flexneri	Invasin_ipaB
222	GL50803_105661	3dbyT1	3DBY	T	0.6607	2.65	0.082	1	-1.22	0.931309	0.56	0.15	5	3.2	49	49	28	2	19	49	269	269	Bacillus_cereus_G9241	uncharacterized_protein
223	GL50803_105665	4gn2A1	4GN2	A	0.5565	2.24	0.059	0.9444	-1.43	1.43469	0.54	0.15	4.7	3.1	36	36	13	5	18	36	240	240	Pseudomonas_aeruginosa	Oxacillinase
224	GL50803_10568	2hyiI	2HYI	I	0.5495	1.94	0.092	0.5852	-4.5	0.0985901	0.25	0.07	18.1	2.4	352	352	212	3	137	352	413	413	Homo_sapiens	Probable_ATP-dependent_RNA_helicase_DDX48
225	GL50803_10569	4aurA	4AUR	A	0.8007	3.47	0.069	0.9188	-3.44	0.336155	0.33	0.11	16	3.1	505	505	346	0	159	505	577	577	Escherichia_coli_ETEC_H10407	LEOA
226	GL50803_10570	1q6uA	1Q6U	A	0.5663	1.41	0.236	0.5876	-3.76	0.329339	0.31	0.1	15.9	3.2	354	354	196	13	145	354	245	245	Escherichia_coli	FKBP-type_peptidyl-prolyl_cis-trans_isomerase_fkpA
227	GL50803_10571	3efoB	3EFO	B	0.7908	3.76	0.11	0.893	-3.67	0.294849	0.31	0.1	17.9	2.4	766	766	310	13	443	766	770	770	Homo_sapiens	SEC24_related_gene_family,_member_D
228	GL50803_10572	4jvsA	4JVS	A	0.7301	2.84	0.13	0.8277	-3.84	0.436962	0.3	0.1	15.9	3.2	325	325	132	6	187	325	310	310	Legionella_drancourtii_LLAP12	Putative_uncharacterized_protein
229	GL50803_10577	2nnwA	2NNW	A	0.6761	1.74	0.234	0.7028	-2.55	0.24128	0.42	0.14	13.5	4	498	498	360	6	132	498	376	376	Pyrococcus_furiosus	NOP5/NOP56_related_protein
230	GL50803_105782	2h3wA	2H3W	A	0.4742	5.02	0.042	0.7448	-4.39	0.569688	0.25	0.08	16	3.2	192	192	61	0	131	192	599	599	Mus_musculus	carnitine_acetyltransferase
231	GL50803_105786	3f3fD1	3F3F	D	0.4921	4.63	0.1	0.8468	-4.25	0.173436	0.27	0.08	14.4	3.7	124	124	42	0	82	124	570	570	Saccharomyces_cerevisiae	Nucleoporin_NUP85
232	GL50803_105788	3d1bA	3D1B	A	0.7032	1.26	0.16	0.8333	-1.05	1.32089	0.58	0.14	5	3.2	60	60	38	0	22	60	124	124	Schizosaccharomyces_pombe	RNA-induced_transcriptional_silencing_complex_protein_tas3
233	GL50803_105798	4glpA	4GLP	A	0.7232	2.47	0.129	0.9	-3.18	0.925561	0.36	0.12	11.2	4.6	110	110	22	0	88	110	310	310	Homo_sapiens	Monocyte_differentiation_antigen_CD14
234	GL50803_105806	1mv3A	1MV3	A	0.6357	3.55	0.103	0.9403	-3.43	0.652288	0.34	0.11	12.4	4.3	134	134	0	0	134	134	213	213	Homo_sapiens	Myc_box_dependent_interacting_protein_1
235	GL50803_105823	4fgvA4	4FGV	A	0.6872	2.66	0.068	0.9359	-1.68	1.35538	0.51	0.15	6.9	4.1	78	78	40	0	38	78	1086	1086	Chaetomium_thermophilum_var._thermophilum_DSM_1495	Chromosome_region_maintenance_1_(CRM1)_or_Exportin_1_(Xpo1)
236	GL50803_10587	1n11A	1N11	A	0.8408	2.28	0.132	0.9548	0.08	1.85218	0.72	0.11	5.2	3.3	199	199	173	3	23	199	437	437	Homo_sapiens	Ankyrin
237	GL50803_10589	3v30A	3V30	A	0.742	2.52	0.169	0.9651	-0.14	2.62748	0.7	0.12	3.9	2.7	86	86	76	2	8	86	172	172	Homo_sapiens	DNA-binding_protein_RFXANK
238	GL50803_106010	1wp1A	1WP1	A	0.4811	3	0.027	0.875	-2.05	0.925752	0.47	0.15	6.3	3.8	40	40	8	5	27	40	474	474	Pseudomonas_aeruginosa	Outer_membrane_protein_oprM
239	GL50803_106057	2qq5A	2QQ5	A	0.5492	3.82	0.067	0.8431	-3.38	0.483876	0.34	0.11	11.6	4.5	102	102	73	0	29	102	260	260	Homo_sapiens	Dehydrogenase/reductase_SDR_family_member_1
240	GL50803_10606	2p51A	2P51	A	0.9387	0.9	0.365	0.9577	1.38	0	0.91	0.06	3.1	2.2	260	260	155	6	99	260	333	333	Schizosaccharomyces_pombe	SPCC18.06c_protein
241	GL50803_10608	3w3tA	3W3T	A	0.8113	3.89	0.098	0.9117	-3.12	0.162899	0.36	0.12	16.8	2.8	929	929	539	4	386	929	1078	1078	Saccharomyces_cerevisiae_S288c	Importin_subunit_beta-3
242	GL50803_10612	2hv7A	2HV7	A	0.9449	0.77	0.336	0.9578	1.73	0	0.96	0.05	2.8	2	308	308	211	0	97	308	323	323	Homo_sapiens	Protein_phosphatase_2A,_regulatory_subunit_B
243	GL50803_10623	3dt7A	3DT7	A	0.8854	1.41	0.247	0.9052	0.05	0.339506	0.72	0.11	7.8	4.4	654	654	197	8	449	654	624	624	Rattus_norvegicus	Phosphoenolpyruvate_carboxykinase,_cytosolic_[GTP]
